Date,Type,Block,Street,Story,Area,Model  ,ResalePrice,Lease Age 
2022-07,3 ROOM,288B,PUNGGOL WEST,01 TO 03,71,Premium Apartment,475000,9.3
2022-07,4 ROOM,274B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,632000,9
2022-07,4 ROOM,273C,PUNGGOL WEST,10 TO 12,93,Premium Apartment,578000,9
2022-07,4 ROOM,288C,PUNGGOL WEST,04 TO 06,98,Premium Apartment,555000,9.3
2022-07,4 ROOM,306C,PUNGGOL WEST,13 TO 15,97,Premium Apartment,625000,10
2022-07,4 ROOM,302A,PUNGGOL WEST,01 TO 03,93,Premium Apartment,593000,11.3
2022-07,4 ROOM,306B,PUNGGOL WEST,10 TO 12,93,Premium Apartment,638888,10
2022-07,5 ROOM,289D,PUNGGOL WEST,10 TO 12,112,Premium Apartment,768000,9.3
2022-07,5 ROOM,289C,PUNGGOL WEST,07 TO 09,111,Premium Apartment,725000,9.3
2022-07,5 ROOM,273C,PUNGGOL WEST,07 TO 09,113,Premium Apartment,762000,9
2022-08,3 ROOM,208A,PUNGGOL WEST,13 TO 15,67,Model A,453168,9
2022-08,3 ROOM,209A,PUNGGOL WEST,10 TO 12,67,Model A,445000,7.6
2022-08,3 ROOM,208B,PUNGGOL WEST,10 TO 12,67,Model A,450000,8.1
2022-08,3 ROOM,208B,PUNGGOL WEST,13 TO 15,67,Model A,480000,8.1
2022-08,4 ROOM,302C,PUNGGOL WEST,16 TO 18,93,Premium Apartment,545000,11.3
2022-08,4 ROOM,306A,PUNGGOL WEST,13 TO 15,97,Premium Apartment,670000,10
2022-08,4 ROOM,306C,PUNGGOL WEST,13 TO 15,93,Premium Apartment,510000,10
2022-08,4 ROOM,273A,PUNGGOL WEST,04 TO 06,96,Premium Apartment,666600,9
2022-08,4 ROOM,274D,PUNGGOL WEST,16 TO 18,96,Premium Apartment,650000,9.1
2022-08,4 ROOM,274A,PUNGGOL WEST,07 TO 09,93,Premium Apartment,645000,9
2022-08,4 ROOM,306C,PUNGGOL WEST,10 TO 12,95,Premium Apartment,618888,10.1
2022-09,3 ROOM,210C,PUNGGOL WEST,10 TO 12,67,Model A,440000,7.7
2022-09,3 ROOM,210A,PUNGGOL WEST,07 TO 09,67,Model A,425008,7.7
2022-09,4 ROOM,210B,PUNGGOL WEST,13 TO 15,92,Model A,555000,7.8
2022-09,4 ROOM,274D,PUNGGOL WEST,10 TO 12,93,Premium Apartment,660000,9.1
2022-09,4 ROOM,306A,PUNGGOL WEST,16 TO 18,93,Premium Apartment,558000,10.1
2022-09,4 ROOM,306C,PUNGGOL WEST,01 TO 03,97,Premium Apartment,650000,10.1
2022-09,4 ROOM,289C,PUNGGOL WEST,01 TO 03,96,Premium Apartment,607888,9.4
2022-09,4 ROOM,274C,PUNGGOL WEST,07 TO 09,94,Premium Apartment,656000,9.1
2022-09,4 ROOM,306A,PUNGGOL WEST,13 TO 15,97,Premium Apartment,550000,10.1
2022-09,4 ROOM,274A,PUNGGOL WEST,07 TO 09,94,Premium Apartment,680000,9.1
2022-09,4 ROOM,274C,PUNGGOL WEST,13 TO 15,94,Premium Apartment,600000,9.1
2022-09,4 ROOM,302A,PUNGGOL WEST,04 TO 06,93,Premium Apartment,585000,11.5
2022-09,4 ROOM,306A,PUNGGOL WEST,10 TO 12,97,Premium Apartment,530000,10.2
2022-09,5 ROOM,289C,PUNGGOL WEST,07 TO 09,116,Premium Apartment,805000,9.4
2022-09,5 ROOM,289C,PUNGGOL WEST,07 TO 09,112,Premium Apartment,750000,9.5
2022-10,3 ROOM,209C,PUNGGOL WEST,13 TO 15,67,Model A,385000,7.8
2022-10,4 ROOM,207A,PUNGGOL WEST,07 TO 09,92,Model A,560000,8.3
2022-10,4 ROOM,207B,PUNGGOL WEST,07 TO 09,92,Model A,557008,8.3
2022-10,4 ROOM,207D,PUNGGOL WEST,07 TO 09,92,Model A,585000,8.3
2022-10,4 ROOM,288A,PUNGGOL WEST,10 TO 12,96,Premium Apartment,655888,9.5
2022-10,4 ROOM,273D,PUNGGOL WEST,01 TO 03,93,Premium Apartment,688000,9.2
2022-10,4 ROOM,288B,PUNGGOL WEST,16 TO 18,96,Premium Apartment,600000,9.5
2022-10,4 ROOM,273B,PUNGGOL WEST,07 TO 09,93,Premium Apartment,650000,9.2
2022-11,5 ROOM,207B,PUNGGOL WEST,04 TO 06,112,Improved,730000,8.3
2022-11,5 ROOM,207D,PUNGGOL WEST,07 TO 09,112,Improved,660000,8.3
2022-11,5 ROOM,207A,PUNGGOL WEST,13 TO 15,112,Improved,720000,8.3
2022-11,3 ROOM,210B,PUNGGOL WEST,13 TO 15,67,Model A,440800,7.8
2022-11,4 ROOM,209A,PUNGGOL WEST,07 TO 09,92,Model A,538000,7.8
2022-11,4 ROOM,210A,PUNGGOL WEST,01 TO 03,92,Model A,558888,7.8
2022-11,4 ROOM,208C,PUNGGOL WEST,04 TO 06,92,Model A,565000,8.3
2022-11,4 ROOM,209A,PUNGGOL WEST,07 TO 09,92,Model A,560000,7.8
2022-11,4 ROOM,302D,PUNGGOL WEST,13 TO 15,94,Premium Apartment,570000,11.6
2022-11,5 ROOM,288A,PUNGGOL WEST,04 TO 06,116,Premium Apartment,770000,9.6
2022-12,3 ROOM,208C,PUNGGOL WEST,04 TO 06,67,Model A,480000,8.3
2022-12,3 ROOM,210C,PUNGGOL WEST,10 TO 12,67,Model A,443888,7.8
2022-12,3 ROOM,306C,PUNGGOL WEST,04 TO 06,67,Premium Apartment,488000,10.3
2022-12,4 ROOM,302D,PUNGGOL WEST,04 TO 06,93,Premium Apartment,572888,11.7
2022-12,4 ROOM,289B,PUNGGOL WEST,16 TO 18,95,Premium Apartment,595000,9.7
2022-12,4 ROOM,273A,PUNGGOL WEST,10 TO 12,96,Premium Apartment,650000,9.3
2022-12,4 ROOM,288C,PUNGGOL WEST,07 TO 09,98,Premium Apartment,595000,9.7
2022-12,4 ROOM,289B,PUNGGOL WEST,04 TO 06,96,Premium Apartment,500000,9.7
2022-12,4 ROOM,306B,PUNGGOL WEST,04 TO 06,97,Premium Apartment,600000,10.3
2022-12,4 ROOM,302B,PUNGGOL WEST,07 TO 09,93,Premium Apartment,620000,11.8
2022-12,5 ROOM,289D,PUNGGOL WEST,13 TO 15,116,Premium Apartment,765888,9.7
2022-01,4 ROOM,603B,PUNGGOL WEST,10 TO 12,93,Model A,485000,9.3
2022-01,4 ROOM,604B,PUNGGOL WEST,10 TO 12,92,Model A,540000,9.3
2022-01,4 ROOM,195D,PUNGGOL WEST,07 TO 09,90,Premium Apartment,445000,14.4
2022-02,3 ROOM,604C,PUNGGOL WEST,13 TO 15,68,Model A,426000,9.3
2022-03,3 ROOM,603C,PUNGGOL WEST,01 TO 03,68,Model A,435000,9.5
2022-03,4 ROOM,603B,PUNGGOL WEST,07 TO 09,92,Model A,538000,9.5
2022-03,4 ROOM,604A,PUNGGOL WEST,13 TO 15,92,Model A,530888,9.5
2022-03,4 ROOM,195A,PUNGGOL WEST,04 TO 06,90,Premium Apartment,450000,14.5
2022-03,4 ROOM,195D,PUNGGOL WEST,04 TO 06,90,Premium Apartment,500000,14.5
2022-03,4 ROOM,195A,PUNGGOL WEST,07 TO 09,90,Premium Apartment,468000,14.6
2022-03,4 ROOM,195E,PUNGGOL WEST,13 TO 15,90,Premium Apartment,510000,14.6
2022-04,4 ROOM,603C,PUNGGOL WEST,04 TO 06,93,Model A,540000,9.6
2022-04,4 ROOM,195A,PUNGGOL WEST,13 TO 15,90,Premium Apartment,498888,14.6
2022-05,4 ROOM,603A,PUNGGOL WEST,07 TO 09,92,Model A,530000,9.6
2022-05,3 ROOM,305A,PUNGGOL WEST,07 TO 09,70,Premium Apartment,470888,9.8
2022-06,3 ROOM,603C,PUNGGOL WEST,01 TO 03,68,Model A,445000,9.7
2022-06,4 ROOM,604A,PUNGGOL WEST,07 TO 09,92,Model A,550000,9.7
2022-06,4 ROOM,305A,PUNGGOL WEST,10 TO 12,95,Premium Apartment,610000,9.8
2022-07,4 ROOM,604A,PUNGGOL WEST,04 TO 06,92,Model A,586000,9.8
2022-07,4 ROOM,604B,PUNGGOL WEST,01 TO 03,92,Model A,525000,9.8
2022-07,4 ROOM,604C,PUNGGOL WEST,07 TO 09,92,Model A,529000,9.8
2022-07,4 ROOM,604C,PUNGGOL WEST,04 TO 06,92,Model A,560000,9.8
2022-07,4 ROOM,195C,PUNGGOL WEST,04 TO 06,90,Premium Apartment,515000,14.8
2022-07,4 ROOM,195A,PUNGGOL WEST,01 TO 03,90,Premium Apartment,510000,15
2022-07,4 ROOM,195C,PUNGGOL WEST,01 TO 03,90,Premium Apartment,490000,14.8
2022-08,4 ROOM,603C,PUNGGOL WEST,16 TO 18,92,Model A,558444,9.8
2022-08,4 ROOM,603B,PUNGGOL WEST,10 TO 12,92,Model A,553000,10
2022-08,4 ROOM,195D,PUNGGOL WEST,16 TO 18,90,Premium Apartment,550000,15
2022-09,4 ROOM,195B,PUNGGOL WEST,04 TO 06,90,Premium Apartment,512888,15
2022-09,4 ROOM,195A,PUNGGOL WEST,16 TO 18,90,Premium Apartment,530000,16
2022-09,4 ROOM,195A,PUNGGOL WEST,04 TO 06,90,Premium Apartment,480000,15
2022-10,4 ROOM,603C,PUNGGOL WEST,10 TO 12,93,Model A,548000,10
2022-11,4 ROOM,604A,PUNGGOL WEST,07 TO 09,93,Model A,578000,11
2022-11,4 ROOM,603C,PUNGGOL WEST,10 TO 12,92,Model A,495000,10.1
2022-11,4 ROOM,195D,PUNGGOL WEST,10 TO 12,90,Premium Apartment,499000,15.2
2022-11,4 ROOM,195D,PUNGGOL WEST,10 TO 12,90,Premium Apartment,495000,15.2
2022-11,4 ROOM,195C,PUNGGOL WEST,13 TO 15,90,Premium Apartment,525000,15.2
2022-11,4 ROOM,195E,PUNGGOL WEST,07 TO 09,90,Premium Apartment,540000,15.2
2022-12,3 ROOM,603C,PUNGGOL WEST,13 TO 15,68,Model A,470000,10.2
2022-12,4 ROOM,604A,PUNGGOL WEST,04 TO 06,92,Model A,580000,10.2
2022-01,5 ROOM,213A,PUNGGOL CENTRE,13 TO 15,113,Improved,598000,6.8
2022-01,3 ROOM,212B,PUNGGOL CENTRE,13 TO 15,67,Model A,420000,6.7
2022-01,3 ROOM,211D,PUNGGOL CENTRE,07 TO 09,67,Model A,420000,7.7
2022-01,4 ROOM,212B,PUNGGOL CENTRE,16 TO 18,93,Model A,525000,6.6
2022-01,4 ROOM,213C,PUNGGOL CENTRE,13 TO 15,93,Model A,543000,6.8
2022-01,4 ROOM,213A,PUNGGOL CENTRE,01 TO 03,93,Model A,505000,6.8
2022-01,4 ROOM,212B,PUNGGOL CENTRE,10 TO 12,93,Model A,535800,6.7
2022-01,4 ROOM,211B,PUNGGOL CENTRE,01 TO 03,95,Model A,550000,7.8
2022-01,4 ROOM,310A,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,532000,5.5
2022-01,4 ROOM,310B,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,545000,5.5
2022-01,4 ROOM,310A,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,545000,5.5
2022-01,4 ROOM,308A,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,608000,5.8
2022-01,4 ROOM,308C,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,580000,5.8
2022-01,4 ROOM,308A,PUNGGOL CENTRE,16 TO 18,92,Premium Apartment,538888,5.8
2022-01,4 ROOM,308B,PUNGGOL CENTRE,16 TO 18,92,Premium Apartment,562500,5.8
2022-01,4 ROOM,308B,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,545000,5.8
2022-01,4 ROOM,308B,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,590888,5.8
2022-01,4 ROOM,308A,PUNGGOL CENTRE,16 TO 18,92,Premium Apartment,575000,5.8
2022-01,5 ROOM,310A,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,680000,5.5
2022-01,5 ROOM,308B,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,710000,5.8
2022-01,5 ROOM,310B,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,638888,5.5
2022-01,5 ROOM,310C,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,660888,5.5
2022-02,4 ROOM,213A,PUNGGOL CENTRE,01 TO 03,93,Model A,512000,6.8
2022-02,3 ROOM,308C,PUNGGOL CENTRE,04 TO 06,67,Premium Apartment,410000,5.8
2022-02,4 ROOM,272C,PUNGGOL CENTRE,13 TO 15,93,Premium Apartment,615000,7.8
2022-02,4 ROOM,310B,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,618000,5.6
2022-02,5 ROOM,310C,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,730000,5.6
2022-02,5 ROOM,310C,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,685000,5.6
2022-02,5 ROOM,310B,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,750000,5.7
2022-02,5 ROOM,272A,PUNGGOL CENTRE,07 TO 09,116,Premium Apartment,695000,7.8
2022-03,3 ROOM,211D,PUNGGOL CENTRE,10 TO 12,67,Model A,428888,8
2022-03,4 ROOM,310C,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,558000,5.7
2022-03,4 ROOM,308C,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,500000,6
2022-03,4 ROOM,308A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,600000,6
2022-03,4 ROOM,272B,PUNGGOL CENTRE,13 TO 15,94,Premium Apartment,518888,8
2022-03,5 ROOM,310B,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,690000,5.7
2022-03,5 ROOM,310C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,665000,5.7
2022-03,5 ROOM,308C,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,723000,6
2022-03,5 ROOM,308B,PUNGGOL CENTRE,16 TO 18,112,Premium Apartment,705000,6
2022-03,5 ROOM,310B,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,640000,5.8
2022-03,5 ROOM,308A,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,755000,6
2022-03,5 ROOM,310A,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,725000,5.8
2022-04,5 ROOM,213B,PUNGGOL CENTRE,10 TO 12,113,Improved,600000,7
2022-04,5 ROOM,213B,PUNGGOL CENTRE,07 TO 09,113,Improved,618000,7
2022-04,5 ROOM,213B,PUNGGOL CENTRE,10 TO 12,113,Improved,655000,7
2022-04,5 ROOM,213B,PUNGGOL CENTRE,07 TO 09,113,Improved,650000,7
2022-04,3 ROOM,212A,PUNGGOL CENTRE,07 TO 09,67,Model A,410000,7
2022-04,3 ROOM,211A,PUNGGOL CENTRE,01 TO 03,67,Model A,410000,8
2022-04,4 ROOM,211C,PUNGGOL CENTRE,10 TO 12,92,Model A,487000,8
2022-04,4 ROOM,213C,PUNGGOL CENTRE,07 TO 09,93,Model A,520000,7
2022-04,4 ROOM,213B,PUNGGOL CENTRE,07 TO 09,93,Model A,555000,7
2022-04,4 ROOM,213C,PUNGGOL CENTRE,04 TO 06,93,Model A,545000,7
2022-04,3 ROOM,310C,PUNGGOL CENTRE,13 TO 15,67,Premium Apartment,430000,6
2022-04,3 ROOM,308A,PUNGGOL CENTRE,04 TO 06,67,Premium Apartment,465000,6
2022-04,4 ROOM,308B,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,595000,6
2022-04,4 ROOM,308A,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,618000,6
2022-04,4 ROOM,310B,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,555000,5.8
2022-04,4 ROOM,271C,PUNGGOL CENTRE,01 TO 03,93,Premium Apartment,640000,8
2022-04,4 ROOM,272C,PUNGGOL CENTRE,16 TO 18,93,Premium Apartment,640000,8
2022-04,4 ROOM,310A,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,578000,5.8
2022-04,4 ROOM,308C,PUNGGOL CENTRE,01 TO 03,92,Premium Apartment,585000,6.1
2022-04,4 ROOM,308B,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,550000,6.1
2022-04,5 ROOM,310C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,615000,5.8
2022-04,5 ROOM,310C,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,690000,5.8
2022-04,5 ROOM,310A,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,752000,5.8
2022-04,5 ROOM,308C,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,738800,6
2022-04,5 ROOM,308A,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,670000,6.1
2022-04,5 ROOM,308A,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,670000,6.1
2022-04,5 ROOM,308C,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,705000,6.1
2022-05,5 ROOM,213A,PUNGGOL CENTRE,13 TO 15,113,Improved,598000,7
2022-05,3 ROOM,211B,PUNGGOL CENTRE,01 TO 03,67,Model A,426000,8
2022-05,3 ROOM,212A,PUNGGOL CENTRE,01 TO 03,67,Model A,428000,7.1
2022-05,3 ROOM,212B,PUNGGOL CENTRE,10 TO 12,67,Model A,436888,7.1
2022-05,4 ROOM,212B,PUNGGOL CENTRE,01 TO 03,93,Model A,525000,7
2022-05,4 ROOM,212B,PUNGGOL CENTRE,10 TO 12,93,Model A,510000,7
2022-05,3 ROOM,308A,PUNGGOL CENTRE,04 TO 06,67,Premium Apartment,468888,6.1
2022-05,4 ROOM,310C,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,580000,5.8
2022-05,4 ROOM,310A,PUNGGOL CENTRE,16 TO 18,92,Premium Apartment,548000,5.8
2022-05,4 ROOM,308B,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,603000,6.1
2022-05,4 ROOM,308A,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,610888,6.1
2022-05,4 ROOM,271C,PUNGGOL CENTRE,10 TO 12,93,Premium Apartment,618000,8
2022-05,4 ROOM,310B,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,580000,5.8
2022-05,4 ROOM,310B,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,595000,5.8
2022-05,4 ROOM,310C,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,590000,6
2022-05,4 ROOM,310B,PUNGGOL CENTRE,16 TO 18,92,Premium Apartment,560000,5.8
2022-05,4 ROOM,310B,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,590000,6
2022-06,3 ROOM,211D,PUNGGOL CENTRE,07 TO 09,67,Model A,436000,8.1
2022-06,3 ROOM,310C,PUNGGOL CENTRE,13 TO 15,67,Premium Apartment,450000,6
2022-06,3 ROOM,310B,PUNGGOL CENTRE,07 TO 09,67,Premium Apartment,428000,6
2022-06,4 ROOM,271A,PUNGGOL CENTRE,10 TO 12,93,Premium Apartment,530000,8.1
2022-06,4 ROOM,308C,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,612888,6.2
2022-06,4 ROOM,308A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,610000,6.2
2022-06,4 ROOM,308A,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,576500,6.2
2022-06,4 ROOM,310C,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,580000,6
2022-06,4 ROOM,308C,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,595000,7
2022-06,4 ROOM,308A,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,618000,6.3
2022-06,4 ROOM,310C,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,600000,6
2022-06,5 ROOM,308A,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,655000,6.2
2022-06,5 ROOM,308B,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,720000,6.2
2022-06,5 ROOM,310B,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,745000,6
2022-06,5 ROOM,308B,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,678888,6.2
2022-06,5 ROOM,272A,PUNGGOL CENTRE,10 TO 12,116,Premium Apartment,800000,8.2
2022-06,5 ROOM,308C,PUNGGOL CENTRE,16 TO 18,112,Premium Apartment,738000,6.3
2022-07,4 ROOM,212A,PUNGGOL CENTRE,16 TO 18,93,Model A,533000,7.2
2022-07,4 ROOM,212B,PUNGGOL CENTRE,07 TO 09,93,Model A,545000,7.2
2022-07,4 ROOM,211B,PUNGGOL CENTRE,10 TO 12,92,Model A,573888,8.2
2022-07,4 ROOM,272C,PUNGGOL CENTRE,13 TO 15,93,Premium Apartment,575000,8.2
2022-07,4 ROOM,310A,PUNGGOL CENTRE,16 TO 18,92,Premium Apartment,513000,6
2022-07,4 ROOM,308C,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,616888,6.3
2022-07,4 ROOM,271B,PUNGGOL CENTRE,07 TO 09,94,Premium Apartment,630000,8.3
2022-07,5 ROOM,308B,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,715000,6.3
2022-07,5 ROOM,308C,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,630000,6.3
2022-08,5 ROOM,213B,PUNGGOL CENTRE,16 TO 18,113,Improved,638888,7.2
2022-08,5 ROOM,213B,PUNGGOL CENTRE,13 TO 15,113,Improved,565000,7.3
2022-08,3 ROOM,211C,PUNGGOL CENTRE,16 TO 18,67,Model A,436888,8.3
2022-08,4 ROOM,211C,PUNGGOL CENTRE,04 TO 06,92,Model A,577000,8.2
2022-08,4 ROOM,213A,PUNGGOL CENTRE,07 TO 09,93,Model A,535000,7.3
2022-08,4 ROOM,213C,PUNGGOL CENTRE,04 TO 06,93,Model A,555000,7.2
2022-08,4 ROOM,213A,PUNGGOL CENTRE,01 TO 03,93,Model A,485000,7.3
2022-08,4 ROOM,211D,PUNGGOL CENTRE,07 TO 09,92,Model A,570000,8.3
2022-08,3 ROOM,310A,PUNGGOL CENTRE,04 TO 06,67,Premium Apartment,475000,6.1
2022-08,4 ROOM,271B,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,615000,8.3
2022-08,4 ROOM,310B,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,580000,6.1
2022-08,4 ROOM,308B,PUNGGOL CENTRE,01 TO 03,92,Premium Apartment,595000,6.3
2022-08,4 ROOM,308A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,590000,6.3
2022-08,4 ROOM,271B,PUNGGOL CENTRE,01 TO 03,94,Premium Apartment,585000,8.3
2022-08,5 ROOM,308B,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,665000,6.3
2022-08,5 ROOM,308C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,785000,6.3
2022-09,3 ROOM,212A,PUNGGOL CENTRE,13 TO 15,67,Model A,440000,7.3
2022-09,3 ROOM,212B,PUNGGOL CENTRE,16 TO 18,67,Model A,440000,7.3
2022-09,4 ROOM,211C,PUNGGOL CENTRE,01 TO 03,92,Model A,545000,8.3
2022-09,4 ROOM,213C,PUNGGOL CENTRE,04 TO 06,93,Model A,600000,7.3
2022-09,4 ROOM,212B,PUNGGOL CENTRE,07 TO 09,93,Model A,514000,7.3
2022-09,4 ROOM,310A,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,570000,6.2
2022-09,4 ROOM,310A,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,610000,6.2
2022-09,4 ROOM,272B,PUNGGOL CENTRE,04 TO 06,94,Premium Apartment,645000,8.3
2022-09,4 ROOM,308A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,585000,6.4
2022-09,4 ROOM,310C,PUNGGOL CENTRE,01 TO 03,92,Premium Apartment,552500,6.2
2022-09,4 ROOM,271A,PUNGGOL CENTRE,01 TO 03,93,Premium Apartment,565000,8.3
2022-09,4 ROOM,308C,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,640000,6.4
2022-09,5 ROOM,308C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,650000,6.4
2022-09,5 ROOM,308A,PUNGGOL CENTRE,16 TO 18,112,Premium Apartment,758000,6.4
2022-09,5 ROOM,308B,PUNGGOL CENTRE,13 TO 15,112,Premium Apartment,743888,6.4
2022-09,5 ROOM,310A,PUNGGOL CENTRE,10 TO 12,112,Premium Apartment,768000,6.2
2022-10,5 ROOM,213C,PUNGGOL CENTRE,13 TO 15,113,Improved,618000,7.4
2022-10,4 ROOM,211B,PUNGGOL CENTRE,16 TO 18,92,Model A,582000,8.4
2022-10,3 ROOM,308C,PUNGGOL CENTRE,01 TO 03,67,Premium Apartment,498000,6.5
2022-10,3 ROOM,308C,PUNGGOL CENTRE,07 TO 09,67,Premium Apartment,469888,6.5
2022-10,4 ROOM,271A,PUNGGOL CENTRE,07 TO 09,93,Premium Apartment,660000,8.4
2022-10,4 ROOM,308A,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,575000,6.5
2022-10,4 ROOM,308C,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,623000,6.5
2022-10,4 ROOM,308A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,618000,6.5
2022-10,4 ROOM,310A,PUNGGOL CENTRE,13 TO 15,92,Premium Apartment,618000,6.3
2022-10,4 ROOM,308A,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,605000,6.6
2022-10,5 ROOM,310A,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,785000,6.3
2022-10,5 ROOM,308A,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,770000,6.5
2022-10,5 ROOM,310C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,710000,6.3
2022-11,5 ROOM,213B,PUNGGOL CENTRE,10 TO 12,113,Improved,700000,7.5
2022-11,3 ROOM,212B,PUNGGOL CENTRE,13 TO 15,67,Model A,445000,7.5
2022-11,4 ROOM,213B,PUNGGOL CENTRE,04 TO 06,93,Model A,585000,7.5
2022-11,3 ROOM,308C,PUNGGOL CENTRE,01 TO 03,67,Premium Apartment,450000,6.6
2022-11,4 ROOM,310A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,618000,6.3
2022-11,4 ROOM,310C,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,623000,6.3
2022-11,4 ROOM,308C,PUNGGOL CENTRE,10 TO 12,92,Premium Apartment,578888,6.5
2022-11,4 ROOM,271C,PUNGGOL CENTRE,16 TO 18,93,Premium Apartment,515000,8.5
2022-11,4 ROOM,310B,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,577500,6.3
2022-11,4 ROOM,308B,PUNGGOL CENTRE,07 TO 09,92,Premium Apartment,610000,6.6
2022-11,4 ROOM,308A,PUNGGOL CENTRE,04 TO 06,92,Premium Apartment,608000,6.6
2022-11,4 ROOM,308A,PUNGGOL CENTRE,01 TO 03,92,Premium Apartment,658000,6.6
2022-11,5 ROOM,308C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,800000,6.6
2022-11,5 ROOM,271C,PUNGGOL CENTRE,16 TO 18,116,Premium Apartment,963800,8.5
2022-11,5 ROOM,308A,PUNGGOL CENTRE,04 TO 06,112,Premium Apartment,805000,6.6
2022-11,5 ROOM,308C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,818000,6.6
2022-11,5 ROOM,308C,PUNGGOL CENTRE,07 TO 09,112,Premium Apartment,760000,6.6
2022-11,5 ROOM,272B,PUNGGOL CENTRE,16 TO 18,116,Premium Apartment,828888,8.5
2022-11,5 ROOM,310B,PUNGGOL CENTRE,01 TO 03,112,Premium Apartment,718000,6.3
